TaxaNames,Mode,Mass,Superclass,Subclass,Specificclass,Pathway,Bestname
pos1290,positive,471.2382,Organoheterocyclic compounds,Uncertain,Naphthopyrans,Uncertain,Daucane sesquiterpenoids
pos1291,positive,212.1027,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Amino acids and Peptides,Dipeptides
pos1292,positive,242.9825,Organic acids and derivatives,Organic phosphoramides,Phosphoric monoester diamides,Alkaloids,NA
pos1297,positive,275.1275,Organic oxygen compounds,Carbonyl compounds,Cyclohexenones,Polyketides,3 3 4 4 tetramethoxy 1 1 biphenyl
pos1301,positive,275.1274,Uncertain,Uncertain,Medium chain fatty acids,Polyketides,3 3 4 4 tetramethoxy 1 1 biphenyl
pos1304,positive,198.1236,Organic acids and derivatives,Amino acids peptides and analogues,Histidine and derivatives,Amino acids and Peptides,Hercynine
pos1305,positive,512.3767,Lipids and lipid like molecules,Azasteroids and derivatives,Azasteroids and derivatives,Alkaloids,NA
pos1309,positive,520.339,Lipids and lipid like molecules,Glycerophosphocholines,1 acyl sn glycero 3 phosphocholines,Fatty acids,2 18:2(9Z 12Z) lysoPC
pos1316,positive,284.0987,Lipids and lipid like molecules,Fatty acids and conjugates,Thia fatty acids,Fatty acids,Bis(2 mercaptoethyl) adipate
pos1317,positive,496.2808,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Alkaloids,NA
pos1318,positive,369.206,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,NA
pos1320,positive,280.1391,Lipids and lipid like molecules,Uncertain,Saccharolipids,Fatty acids,NA
pos1321,positive,358.2076,Organic acids and derivatives,Amino acids peptides and analogues,Dipeptides,Amino acids and Peptides,Polyamines
pos1322,positive,395.3312,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,(5Z 7E) (1S 3R 24R) 24 methyl 9 10 seco 5 7 10(19) cholestatriene 1 3 25 triol
pos1328,positive,344.3163,Lipids and lipid like molecules,Uncertain,Uncertain,Fatty acids,NA
pos1330,positive,478.2929,Lipids and lipid like molecules,Glycerophosphoethanolamines,Glycero 3 phospho N acyl ethanolamines,Fatty acids,NA
pos1333,positive,353.213,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,6.beta. Hydroxyfluoxymesterone
pos1334,positive,277.2163,Lipids and lipid like molecules,Lineolic acids and derivatives,Lineolic acids and derivatives,Fatty acids,Other Octadecanoids
pos1336,positive,322.2755,Lipids and lipid like molecules,Fatty acids and conjugates,Medium chain fatty acids,Fatty acids,Oleyl sulfate
pos1339,positive,291.9511,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids,Amino acids and Peptides,ethyl N (4 chloro 2 6 dinitrophenyl)carbamate
pos1340,positive,434.2536,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,C glycosyl compounds,Polyketides,verrucosidin
pos1344,positive,369.2059,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,NA
pos1347,positive,314.2693,Lipids and lipid like molecules,Lineolic acids and derivatives,Lineolic acids and derivatives,Fatty acids,coronaric acid
pos1348,positive,244.0928,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Carbohydrates,cytidine
pos1349,positive,282.1184,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Carbohydrates,O Mannopyranosylthreonine
pos1350,positive,200.1031,Organoheterocyclic compounds,Uncertain,Azoles,Uncertain,Aminoacids
pos1352,positive,464.265,Organic oxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,Polyketides,Oprea1 344620
pos1353,positive,464.2652,Organoheterocyclic compounds,Uncertain,Furofurans,Polyketides,Corticosterone hemisuccinate
pos1358,positive,467.2062,Benzenoids,Anisoles,Anisoles,Terpenoids,Limonoids
pos1361,positive,185.091,Organic acids and derivatives,Amino acids peptides and analogues,Dipeptides,Amino acids and Peptides,3 (hydroxymethyl) 2 3 6 7 8 8a hexahydropyrrolo+AFs-1 2 a+AF0-pyrazine 1 4 dione
pos1362,positive,328.1388,Organic acids and derivatives,Amino acids peptides and analogues,Phenylalanine and derivatives,Uncertain,NA
pos1364,positive,330.264,Organic acids and derivatives,Amino acids peptides and analogues,L alpha amino acids,Fatty acids,8R 11S dihydroxy 9Z 12Z octadecadienoic acid
pos1366,positive,412.2596,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Alkaloids,alpha alpha Bis(2 morpholinoethyl) 1 naphthylacetamide
pos1371,positive,482.302,Benzenoids,Anisoles,Anisoles,Alkaloids,NA
pos1374,positive,602.3434,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids and derivatives,Uncertain,Pglu leu gly arg phe amide
pos1377,positive,337.1686,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Amino acids and Peptides,NA
pos1379,positive,256.0814,Organic acids and derivatives,Uncertain,Alpha amino acids and derivatives,Uncertain,NA
pos1380,positive,453.2272,Benzenoids,Anisoles,Anisoles,Shikimates and Phenylpropanoids,Isoflavanones
pos1381,positive,552.3074,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,(2S) 2 +AFsAWw-4 +AFsAWwBb-(2S) 2 +AFs-(2 methylpropan 2 yl)oxycarbonylamino+AF0- 3 phenylpropanoyl+AF0-amino+AF0-methyl+AF0-cyclohexanecarbonyl+AF0-amino+AF0- 3 phenylpropanoic acid
pos1382,positive,414.2124,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Terpenoids,Quassinoids
pos1387,positive,165.0547,Organic acids and derivatives,Uncertain,Carboxylic acids and derivatives,Polyketides,4 hydroxyphenyl acrylate
pos1388,positive,297.2431,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,9 10 12 trihydroxyoctadecanoic Acid
pos1392,positive,294.1546,Organic acids and derivatives,Amino acids peptides and analogues,L alpha amino acids,Amino acids and Peptides,NA
pos1395,positive,511.2918,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,Dipeptides
pos1397,positive,528.3064,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Alkaloids,4 +AFs-(4 butoxy 3 methylphenyl) hydroxymethylidene+AF0- 1 (2 dimethylaminoethyl) 5 (4 ethoxy 3 methoxyphenyl)pyrrolidine 2 3 dione
pos1398,positive,161.0444,Lipids and lipid like molecules,Fatty acid esters,Fatty acid esters,Fatty acids,Dimethyl 2 oxosuccinate
pos1402,positive,218.1387,Lipids and lipid like molecules,Fatty acid esters,Fatty acid esters,Fatty acids,Tocris 0611
pos1403,positive,464.2908,Organoheterocyclic compounds,Indoles,3 alkylindoles,Alkaloids,1 +AFs-2 6 di(propan 2 yloxy)phenyl+AF0- 3 +AFsAWw-1 (1 methylindol 3 yl)cyclopentyl+AF0-methyl+AF0-urea
pos1405,positive,307.1659,Organic acids and derivatives,Amino acids peptides and analogues,Peptides,Amino acids and Peptides,NA
pos1409,positive,326.3059,Lipids and lipid like molecules,Uncertain,Uncertain,Terpenoids,9E 13E icosa 9 13 dienoic acid
pos1410,positive,432.2752,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,Piericidin D
pos1418,positive,482.2759,Organic acids and derivatives,Amino acids peptides and analogues,Oligopeptides,Amino acids and Peptides,NA
pos1422,positive,245.0769,Nucleosides nucleotides and analogues,Uncertain,Pyrimidine nucleosides,Carbohydrates,uridine
pos1423,positive,470.3378,Uncertain,Androstane steroids,Androgens and derivatives,Alkaloids,N (2 Ethoxyphenyl) N (4 isododecylphenyl)oxamide
pos1424,positive,514.3267,Benzenoids,Uncertain,Benzene and substituted derivatives,Terpenoids,NA
pos1426,positive,584.3334,Lipids and lipid like molecules,Uncertain,Steroids and steroid derivatives,Terpenoids,NA
pos1429,positive,203.1392,Organic acids and derivatives,Amino acids peptides and analogues,Dipeptides,Amino acids and Peptides,Aminoacids
pos1430,positive,133.1011,Organic oxygen compounds,Uncertain,Uncertain,Terpenoids,but 1 en 1 ylbenzene
pos1431,positive,353.2127,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,2 pyrone derivatives
pos1435,positive,330.264,Organic acids and derivatives,Amino acids peptides and analogues,L alpha amino acids,Fatty acids,8R 11S dihydroxy 9Z 12Z octadecadienoic acid
pos1437,positive,414.2652,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,Furocoumarins
pos1444,positive,317.21,Lipids and lipid like molecules,Diterpenoids,Diterpenoids,Terpenoids,Pimarane and Isopimarane diterpenoids
pos1446,positive,235.1186,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acid amides,Amino acids and Peptides,Dipeptides
pos1451,positive,443.3535,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Lupane triterpenoids
pos1453,positive,434.2527,Organic oxygen compounds,Ethers,Alkyl aryl ethers,Polyketides,Linear polyenes
pos1455,positive,387.2164,Organoheterocyclic compounds,Uncertain,Furofurans,Polyketides,NA
pos1457,positive,315.0865,Uncertain,Anisoles,Anisoles,Alkaloids,NA
pos1461,positive,313.1432,Organoheterocyclic compounds,1 benzopyrans,1 benzopyrans,Shikimates and Phenylpropanoids,Benzyl butyl terephthalate
pos1462,positive,281.1538,Phenylpropanoids and polyketides,Cinnamylphenols,Cinnamylphenols,Shikimates and Phenylpropanoids,Linear diarylheptanoids
pos1465,positive,181.1222,Uncertain,Monoterpenoids,Monocyclic monoterpenoids,Terpenoids,Oprea1 327580
pos1468,positive,309.1486,Phenylpropanoids and polyketides,Linear diarylheptanoids,Linear diarylheptanoids,Shikimates and Phenylpropanoids,Linear diarylheptanoids
pos1470,positive,214.1228,Organic acids and derivatives,Amino acids peptides and analogues,Carbamic acids and derivatives,Alkaloids,trans 4 hydroxystilbene
pos1471,positive,299.0917,Benzenoids,Benzoic acids and derivatives,Methoxybenzoic acids and derivatives,Polyketides,mosloflavone
pos1473,positive,526.1712,Benzenoids,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives,Polyketides,+AFs-3 (4 methoxycarbonylphenoxy) 4 oxochromen 7 yl+AF0- 3 4 dimethoxybenzoate
pos1474,positive,197.0806,Benzenoids,Benzoic acids and derivatives,Methoxybenzoic acids and derivatives,Shikimates and Phenylpropanoids,Methyl 2 6 dimethoxybenzoate
pos1477,positive,259.0815,Organic oxygen compounds,Alcohols and polyols,Cyclitols and derivatives,Shikimates and Phenylpropanoids,diethyl 2 4 6 trioxoheptanedioate
pos1481,positive,176.1282,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids,Uncertain,2 Ethylcapronic acid
pos1482,positive,297.1488,Phenylpropanoids and polyketides,Linear diarylheptanoids,Linear diarylheptanoids,Shikimates and Phenylpropanoids,Linear diarylheptanoids
pos1484,positive,347.1127,Benzenoids,Diphenylethers,Diphenylethers,Polyketides,Benzophenones
pos1493,positive,609.2843,Phenylpropanoids and polyketides,Linear diarylheptanoids,Linear diarylheptanoids,Shikimates and Phenylpropanoids,NA
pos1494,positive,210.1124,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Shikimates and Phenylpropanoids,3 4 ethoxyphenylprop 2 enoic acid
pos1500,positive,181.0495,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Uncertain,3 4 dihydroxycinnamic acid
pos1501,positive,313.0709,Benzenoids,Anisoles,Anisoles,Shikimates and Phenylpropanoids,fujikinetin
pos1502,positive,323.1385,Organic acids and derivatives,Amino acids peptides and analogues,Dipeptides,Amino acids and Peptides,Simple indole alkaloids
pos1503,positive,333.0973,Benzenoids,Benzoic acids and derivatives,P methoxybenzoic acids and derivatives,Shikimates and Phenylpropanoids,Depsides
pos1504,positive,295.1329,Phenylpropanoids and polyketides,Cyclic diarylheptanoids,Cyclic diarylheptanoids,Shikimates and Phenylpropanoids,tetrahydrobisdemethoxydiferuloylmethane
pos1505,positive,518.4161,Lipids and lipid like molecules,Ceramides,Long chain ceramides,Fatty acids,NA
pos1508,positive,297.1489,Benzenoids,28 hydroxy 2 unsubstituted benzenoids,1 hydroxy 2 unsubstituted benzenoids,Shikimates and Phenylpropanoids,NA
pos1509,positive,642.3432,Lipids and lipid like molecules,Fatty acid esters,Fatty acid esters,Shikimates and Phenylpropanoids,Taxane diterpenoids
pos1510,positive,370.1134,Benzenoids,Benzoic acids and derivatives,Gallic acid and derivatives,Shikimates and Phenylpropanoids,NA
pos1514,positive,433.3318,Benzenoids,Benzoic acids and derivatives,Benzoic acid esters,Shikimates and Phenylpropanoids,Isodecyl isononyl phthalate
pos1516,positive,303.0866,Uncertain,O methylated isoflavonoids,4 O methylisoflavones,Polyketides,1 hydroxy 3 6 8 trimethoxyxanthen 9 one
pos1517,positive,229.0708,Organic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Uncertain,2 5 bis+AFs-hydroxy(methoxy)methylidene+AF0-cyclohexane 1 4 dione
pos1518,positive,456.1499,Uncertain,Hydrolyzable tannins,Hydrolyzable tannins,Shikimates and Phenylpropanoids,Simple phenolic acids
pos1520,positive,628.3268,Benzenoids,Benzoyl derivatives,Benzoyl derivatives,Shikimates and Phenylpropanoids,Flavonolignans
pos1522,positive,327.1225,Benzenoids,29 hydroxy 2 unsubstituted benzenoids,1 hydroxy 2 unsubstituted benzenoids,Polyketides,NA
pos1523,positive,626.3119,Organic acids and derivatives,Amino acids peptides and analogues,Amino acids and derivatives,Shikimates and Phenylpropanoids,NA
pos1524,positive,399.3272,Lipids and lipid like molecules,Triterpenoids,Triterpenoids,Terpenoids,Lanostane Tirucallane and Euphane triterpenoids
pos1525,positive,251.201,Uncertain,Uncertain,Macrolides and analogues,Fatty acids,hexadecanedioic acid
pos1527,positive,251.2006,Organic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters,Fatty acids,hexadecanedioic acid
pos1528,positive,333.0965,Benzenoids,Benzoic acids and derivatives,Methoxybenzoic acids and derivatives,Shikimates and Phenylpropanoids,Depsides
pos1534,positive,626.3116,Benzenoids,Phenoxy compounds,Phenoxy compounds,Shikimates and Phenylpropanoids,NA
pos1535,positive,244.1332,Organoheterocyclic compounds,Indolecarboxylic acids and derivatives,Indolecarboxylic acids,Alkaloids,4 Methoxy 2 hydroxystilbene
pos1537,positive,179.0706,Benzenoids,Anisoles,Anisoles,Polyketides,3 5 dimethylorsellinic acid
pos1538,positive,197.081,Benzenoids,Benzoic acids and derivatives,Benzoic acid esters,Shikimates and Phenylpropanoids,atraric acid
pos1539,positive,610.317,Benzenoids,30 hydroxy 2 unsubstituted benzenoids,1 hydroxy 2 unsubstituted benzenoids,Shikimates and Phenylpropanoids,Blepharocalyxin D
pos1542,positive,193.0863,Benzenoids,Methoxyphenols,Methoxyphenols,Shikimates and Phenylpropanoids,3 4 dimethoxy cinnamaldehyde
pos1545,positive,542.1658,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids,Polyketides,Dihydroflavonols
pos1547,positive,316.1911,Phenylpropanoids and polyketides,Linear diarylheptanoids,Linear diarylheptanoids,Shikimates and Phenylpropanoids,1 7 bis4 hydroxyphenylheptan 3 one
pos1548,positive,151.0394,Benzenoids,Uncertain,Benzenoids,Shikimates and Phenylpropanoids,orsellinic acid
pos1549,positive,363.1703,Organoheterocyclic compounds,Benzoylindoles,Benzoylindoles,Shikimates and Phenylpropanoids,Sanatol G
pos1551,positive,329.1384,Benzenoids,31 hydroxy 2 unsubstituted benzenoids,1 hydroxy 2 unsubstituted benzenoids,Polyketides,Angucyclines
pos1552,positive,400.2227,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Amino acids and Peptides,Oprea1 430680
pos1558,positive,628.3263,Benzenoids,Benzoic acids and derivatives,Benzoic acids,Shikimates and Phenylpropanoids,Flavonolignans
pos1560,positive,165.0545,Benzenoids,Anisoles,Anisoles,Shikimates and Phenylpropanoids,Simple phenolic acids
pos1561,positive,277.1211,Organic acids and derivatives,Amino acids peptides and analogues,Alpha amino acids and derivatives,Uncertain,N +AHsAWw-(dipropylcarbamoyl)sulfanyl+AF0-acetyl+AH0-glycine
pos1562,positive,556.2183,Organic acids and derivatives,Amino acids peptides and analogues,N acyl alpha amino acids and derivatives,Uncertain,Depsides
pos1567,positive,609.2844,Benzenoids,51 hydroxy 2 unsubstituted benzenoids,1 hydroxy 4 unsubstituted benzenoids,Shikimates and Phenylpropanoids,NA
pos1578,positive,187.0965,Organic oxygen compounds,Alcohols and polyols,1 2 diols,Carbohydrates,NA
pos1579,positive,559.2858,Phenylpropanoids and polyketides,Linear diarylheptanoids,Linear diarylheptanoids,Shikimates and Phenylpropanoids,NA
pos1580,positive,346.165,Organoheterocyclic compounds,Pyranones and derivatives,Pyranones and derivatives,Shikimates and Phenylpropanoids,Benzoic acid 4 hydroxy 4 +AFs-(2 methylbutoxy)carbonyl+AF0-phenyl ester
pos1583,positive,169.0497,Organic acids and derivatives,Uncertain,Uncertain,Uncertain,orsellinic acid
pos1587,positive,311.1279,Organoheterocyclic compounds,1 benzopyrans,1 benzopyrans,Shikimates and Phenylpropanoids,2 4 4 6 Tetramethoxychalcone
pos1590,positive,266.1018,Benzenoids,Benzoic acids and derivatives,Acylaminobenzoic acid and derivatives,Alkaloids,Oprea1 292176
pos1592,positive,259.2062,Lipids and lipid like molecules,Fatty acids and conjugates,Long chain fatty acids,Fatty acids,13 apo beta carotenone
